Force (N),Position (mm),Strain (%),Stress (MPa)
363,4.32,4.32,2.05
363,4.32,4.32,2.05
364,4.32,4.32,2.05
364,4.32,4.32,2.05
364,4.32,4.32,2.05
364,4.32,4.32,2.05
364,4.32,4.32,2.05
364,4.33,4.33,2.05
365,4.33,4.33,2.06
365,4.33,4.33,2.06
365,4.33,4.33,2.06
365,4.33,4.33,2.06
365,4.33,4.33,2.06
365,4.33,4.33,2.06
365,4.33,4.33,2.06
365,4.34,4.34,2.06
365,4.34,4.34,2.06
365,4.34,4.34,2.06
365,4.34,4.34,2.06
365,4.34,4.34,2.06
366,4.34,4.34,2.06
366,4.34,4.34,2.06
366,4.34,4.34,2.06
366,4.34,4.34,2.06
366,4.35,4.35,2.06
366,4.35,4.35,2.06
366,4.35,4.35,2.06
366,4.35,4.35,2.06
366,4.35,4.35,2.06
367,4.35,4.35,2.07
367,4.35,4.35,2.07
367,4.35,4.35,2.07
367,4.35,4.35,2.07
367,4.36,4.36,2.07
367,4.36,4.36,2.07
367,4.36,4.36,2.07
367,4.36,4.36,2.07
367,4.36,4.36,2.07
367,4.36,4.36,2.07
368,4.36,4.36,2.07
368,4.36,4.36,2.07
368,4.37,4.37,2.07
368,4.37,4.37,2.07
368,4.37,4.37,2.08
368,4.37,4.37,2.08
368,4.37,4.37,2.08
368,4.37,4.37,2.08
368,4.37,4.37,2.08
369,4.37,4.37,2.08
369,4.38,4.38,2.08
369,4.38,4.38,2.08
369,4.38,4.38,2.08
369,4.38,4.38,2.08
369,4.38,4.38,2.08
369,4.38,4.38,2.08
369,4.38,4.38,2.08
369,4.38,4.38,2.08
369,4.39,4.39,2.08
370,4.39,4.39,2.09
370,4.39,4.39,2.09
370,4.39,4.39,2.09
370,4.39,4.39,2.09
370,4.39,4.39,2.09
371,4.39,4.39,2.09
371,4.39,4.39,2.09
371,4.40,4.40,2.09
371,4.40,4.40,2.09
371,4.40,4.40,2.09
371,4.40,4.40,2.09
372,4.40,4.40,2.10
372,4.40,4.40,2.10
372,4.40,4.40,2.10
372,4.40,4.40,2.10
372,4.40,4.40,2.10
372,4.41,4.41,2.10
373,4.41,4.41,2.10
373,4.41,4.41,2.10
373,4.41,4.41,2.10
373,4.41,4.41,2.10
373,4.41,4.41,2.10
373,4.41,4.41,2.10
373,4.41,4.41,2.10
373,4.42,4.42,2.10
373,4.42,4.42,2.10
373,4.42,4.42,2.10
373,4.42,4.42,2.10
373,4.42,4.42,2.10
373,4.42,4.42,2.10
373,4.42,4.42,2.10
373,4.42,4.42,2.10
373,4.43,4.43,2.10
373,4.43,4.43,2.10
374,4.43,4.43,2.11
374,4.43,4.43,2.11
374,4.43,4.43,2.11
374,4.43,4.43,2.11
374,4.43,4.43,2.11
374,4.43,4.43,2.11
374,4.44,4.44,2.11
374,4.44,4.44,2.11
375,4.44,4.44,2.11
375,4.44,4.44,2.11
375,4.44,4.44,2.11
375,4.44,4.44,2.11
375,4.44,4.44,2.11
375,4.44,4.44,2.11
375,4.44,4.44,2.11
375,4.45,4.45,2.12
376,4.45,4.45,2.12
376,4.45,4.45,2.12
376,4.45,4.45,2.12
376,4.45,4.45,2.12
376,4.45,4.45,2.12
376,4.45,4.45,2.12
376,4.45,4.45,2.12
377,4.46,4.46,2.12
377,4.46,4.46,2.12
377,4.46,4.46,2.12
377,4.46,4.46,2.12
377,4.46,4.46,2.12
377,4.46,4.46,2.13
378,4.46,4.46,2.13
378,4.46,4.46,2.13
378,4.46,4.46,2.13
378,4.47,4.47,2.13
378,4.47,4.47,2.13
378,4.47,4.47,2.13
378,4.47,4.47,2.13
378,4.47,4.47,2.13
378,4.47,4.47,2.13
378,4.47,4.47,2.13
378,4.47,4.47,2.13
379,4.48,4.48,2.14
379,4.48,4.48,2.14
379,4.48,4.48,2.14
379,4.48,4.48,2.14
379,4.48,4.48,2.14
379,4.48,4.48,2.14
379,4.48,4.48,2.14
379,4.48,4.48,2.14
380,4.49,4.49,2.14
380,4.49,4.49,2.14
380,4.49,4.49,2.14
380,4.49,4.49,2.14
380,4.49,4.49,2.14
380,4.49,4.49,2.14
381,4.49,4.49,2.15
381,4.49,4.49,2.15
381,4.50,4.50,2.15
381,4.50,4.50,2.15
381,4.50,4.50,2.15
381,4.50,4.50,2.15
381,4.50,4.50,2.15
381,4.50,4.50,2.15
381,4.50,4.50,2.15
382,4.50,4.50,2.15
382,4.51,4.51,2.15
382,4.51,4.51,2.15
382,4.51,4.51,2.15
382,4.51,4.51,2.15
382,4.51,4.51,2.15
382,4.51,4.51,2.15
383,4.51,4.51,2.16
383,4.51,4.51,2.16
383,4.51,4.51,2.16
383,4.52,4.52,2.16
383,4.52,4.52,2.16
383,4.52,4.52,2.16
383,4.52,4.52,2.16
383,4.52,4.52,2.16
383,4.52,4.52,2.16
383,4.52,4.52,2.16
383,4.52,4.52,2.16
383,4.53,4.53,2.16
383,4.53,4.53,2.16
384,4.53,4.53,2.16
384,4.53,4.53,2.17
384,4.53,4.53,2.17
384,4.53,4.53,2.17
384,4.53,4.53,2.17
384,4.53,4.53,2.17
385,4.54,4.54,2.17
385,4.54,4.54,2.17
385,4.54,4.54,2.17
385,4.54,4.54,2.17
385,4.54,4.54,2.17
386,4.54,4.54,2.17
386,4.54,4.54,2.17
386,4.54,4.54,2.17
386,4.54,4.54,2.17
386,4.55,4.55,2.17
386,4.55,4.55,2.17
386,4.55,4.55,2.17
386,4.55,4.55,2.18
387,4.55,4.55,2.18
387,4.55,4.55,2.18
387,4.55,4.55,2.18
387,4.55,4.55,2.18
387,4.56,4.56,2.18
387,4.56,4.56,2.18
388,4.56,4.56,2.18
388,4.56,4.56,2.18
388,4.56,4.56,2.18
388,4.56,4.56,2.18
388,4.56,4.56,2.18
388,4.56,4.56,2.19
388,4.57,4.57,2.19
388,4.57,4.57,2.19
388,4.57,4.57,2.19
388,4.57,4.57,2.19
388,4.57,4.57,2.19
388,4.57,4.57,2.19
389,4.57,4.57,2.19
389,4.57,4.57,2.19
389,4.58,4.58,2.19
389,4.58,4.58,2.19
389,4.58,4.58,2.19
389,4.58,4.58,2.19
390,4.58,4.58,2.20
390,4.58,4.58,2.20
390,4.58,4.58,2.20
390,4.58,4.58,2.20
390,4.58,4.58,2.20
390,4.59,4.59,2.20
390,4.59,4.59,2.20
390,4.59,4.59,2.20
391,4.59,4.59,2.20
391,4.59,4.59,2.20
391,4.59,4.59,2.20
391,4.59,4.59,2.20
391,4.59,4.59,2.20
391,4.60,4.60,2.20
391,4.60,4.60,2.20
391,4.60,4.60,2.21
392,4.60,4.60,2.21
392,4.60,4.60,2.21
392,4.60,4.60,2.21
392,4.60,4.60,2.21
392,4.60,4.60,2.21
392,4.61,4.61,2.21
393,4.61,4.61,2.21
393,4.61,4.61,2.21
393,4.61,4.61,2.21
393,4.61,4.61,2.21
393,4.61,4.61,2.21
393,4.61,4.61,2.22
393,4.61,4.61,2.22
393,4.61,4.61,2.22
394,4.62,4.62,2.22
394,4.62,4.62,2.22
394,4.62,4.62,2.22
394,4.62,4.62,2.22
394,4.62,4.62,2.22
394,4.62,4.62,2.22
394,4.62,4.62,2.22
395,4.62,4.62,2.23
395,4.63,4.63,2.23
395,4.63,4.63,2.23
395,4.63,4.63,2.23
395,4.63,4.63,2.23
396,4.63,4.63,2.23
396,4.63,4.63,2.23
396,4.63,4.63,2.23
396,4.63,4.63,2.23
396,4.64,4.64,2.23
396,4.64,4.64,2.23
397,4.64,4.64,2.24
397,4.64,4.64,2.24
397,4.64,4.64,2.24
398,4.64,4.64,2.24
398,4.64,4.64,2.24
398,4.64,4.64,2.24
398,4.64,4.64,2.24
398,4.65,4.65,2.24
398,4.65,4.65,2.24
398,4.65,4.65,2.24
398,4.65,4.65,2.25
398,4.65,4.65,2.25
398,4.65,4.65,2.25
398,4.65,4.65,2.25
398,4.65,4.65,2.25
398,4.66,4.66,2.25
398,4.66,4.66,2.25
398,4.66,4.66,2.25
398,4.66,4.66,2.25
399,4.66,4.66,2.25
399,4.66,4.66,2.25
399,4.66,4.66,2.25
399,4.66,4.66,2.25
400,4.67,4.67,2.25
400,4.67,4.67,2.25
400,4.67,4.67,2.25
400,4.67,4.67,2.25
400,4.67,4.67,2.25
400,4.67,4.67,2.25
400,4.67,4.67,2.26
401,4.67,4.67,2.26
401,4.68,4.68,2.26
401,4.68,4.68,2.26
401,4.68,4.68,2.26
401,4.68,4.68,2.26
401,4.68,4.68,2.26
401,4.68,4.68,2.26
401,4.68,4.68,2.26
401,4.68,4.68,2.26
402,4.68,4.68,2.26
402,4.69,4.69,2.26
402,4.69,4.69,2.26
402,4.69,4.69,2.26
402,4.69,4.69,2.26
402,4.69,4.69,2.26
403,4.69,4.69,2.27
403,4.69,4.69,2.27
403,4.69,4.69,2.27
403,4.70,4.70,2.27
403,4.70,4.70,2.27
403,4.70,4.70,2.27
403,4.70,4.70,2.27
403,4.70,4.70,2.27
403,4.70,4.70,2.27
403,4.70,4.70,2.27
404,4.70,4.70,2.28
404,4.71,4.71,2.28
404,4.71,4.71,2.28
404,4.71,4.71,2.28
404,4.71,4.71,2.28
404,4.71,4.71,2.28
405,4.71,4.71,2.28
405,4.71,4.71,2.28
405,4.71,4.71,2.28
405,4.72,4.72,2.28
405,4.72,4.72,2.28
405,4.72,4.72,2.29
406,4.72,4.72,2.29
406,4.72,4.72,2.29
406,4.72,4.72,2.29
406,4.72,4.72,2.29
406,4.72,4.72,2.29
407,4.72,4.72,2.29
407,4.73,4.73,2.29
407,4.73,4.73,2.29
407,4.73,4.73,2.29
407,4.73,4.73,2.30
408,4.73,4.73,2.30
408,4.73,4.73,2.30
408,4.73,4.73,2.30
408,4.73,4.73,2.30
408,4.74,4.74,2.30
408,4.74,4.74,2.30
408,4.74,4.74,2.30
408,4.74,4.74,2.30
408,4.74,4.74,2.30
408,4.74,4.74,2.30
408,4.74,4.74,2.30
408,4.74,4.74,2.30
408,4.75,4.75,2.30
408,4.75,4.75,2.30
408,4.75,4.75,2.30
409,4.75,4.75,2.31
409,4.75,4.75,2.31
409,4.75,4.75,2.31
409,4.75,4.75,2.31
409,4.75,4.75,2.31
409,4.76,4.76,2.31
409,4.76,4.76,2.31
410,4.76,4.76,2.31
410,4.76,4.76,2.31
410,4.76,4.76,2.31
410,4.76,4.76,2.31
410,4.76,4.76,2.31
411,4.76,4.76,2.32
411,4.76,4.76,2.32
411,4.77,4.77,2.32
411,4.77,4.77,2.32
411,4.77,4.77,2.32
411,4.77,4.77,2.32
412,4.77,4.77,2.32
412,4.77,4.77,2.32
412,4.77,4.77,2.32
412,4.77,4.77,2.32
412,4.78,4.78,2.32
412,4.78,4.78,2.32
412,4.78,4.78,2.32
412,4.78,4.78,2.32
413,4.78,4.78,2.33
413,4.78,4.78,2.33
413,4.78,4.78,2.33
413,4.78,4.78,2.33
413,4.79,4.79,2.33
413,4.79,4.79,2.33
413,4.79,4.79,2.33
413,4.79,4.79,2.33
414,4.79,4.79,2.33
414,4.79,4.79,2.33
414,4.79,4.79,2.33
414,4.79,4.79,2.33
414,4.79,4.79,2.33
415,4.80,4.80,2.34
415,4.80,4.80,2.34
415,4.80,4.80,2.34
415,4.80,4.80,2.34
415,4.80,4.80,2.34
415,4.80,4.80,2.34
416,4.80,4.80,2.34
416,4.80,4.80,2.34
416,4.81,4.81,2.34
416,4.81,4.81,2.34
416,4.81,4.81,2.35
417,4.81,4.81,2.35
417,4.81,4.81,2.35
417,4.81,4.81,2.35
417,4.81,4.81,2.35
417,4.81,4.81,2.35
417,4.82,4.82,2.35
418,4.82,4.82,2.35
418,4.82,4.82,2.35
418,4.82,4.82,2.35
418,4.82,4.82,2.35
418,4.82,4.82,2.35
418,4.82,4.82,2.36
418,4.82,4.82,2.36
418,4.82,4.82,2.36
418,4.83,4.83,2.36
418,4.83,4.83,2.36
419,4.83,4.83,2.36
419,4.83,4.83,2.36
419,4.83,4.83,2.36
420,4.83,4.83,2.37
420,4.83,4.83,2.37
420,4.84,4.84,2.37
420,4.84,4.84,2.37
420,4.84,4.84,2.37
420,4.84,4.84,2.37
421,4.84,4.84,2.37
421,4.84,4.84,2.37
421,4.84,4.84,2.37
421,4.84,4.84,2.37
421,4.85,4.85,2.37
421,4.85,4.85,2.37
421,4.85,4.85,2.37
421,4.85,4.85,2.37
421,4.85,4.85,2.37
421,4.85,4.85,2.37
421,4.85,4.85,2.37
421,4.85,4.85,2.37
421,4.85,4.85,2.37
421,4.85,4.85,2.37
422,4.86,4.86,2.38
422,4.86,4.86,2.38
422,4.86,4.86,2.38
422,4.86,4.86,2.38
422,4.86,4.86,2.38
422,4.86,4.86,2.38
422,4.86,4.86,2.38
422,4.86,4.86,2.38
423,4.87,4.87,2.38
423,4.87,4.87,2.38
423,4.87,4.87,2.38
423,4.87,4.87,2.39
423,4.87,4.87,2.39
423,4.87,4.87,2.39
424,4.87,4.87,2.39
424,4.87,4.87,2.39
424,4.88,4.88,2.39
424,4.88,4.88,2.39
424,4.88,4.88,2.39
424,4.88,4.88,2.39
425,4.88,4.88,2.40
425,4.88,4.88,2.40
425,4.88,4.88,2.40
425,4.88,4.88,2.40
426,4.88,4.88,2.40
426,4.89,4.89,2.40
426,4.89,4.89,2.40
426,4.89,4.89,2.40
427,4.89,4.89,2.41
427,4.89,4.89,2.41
427,4.89,4.89,2.41
428,4.89,4.89,2.41
428,4.90,4.90,2.41
428,4.90,4.90,2.41
428,4.90,4.90,2.41
428,4.90,4.90,2.41
428,4.90,4.90,2.41
428,4.90,4.90,2.41
429,4.90,4.90,2.42
429,4.90,4.90,2.42
429,4.90,4.90,2.42
429,4.91,4.91,2.42
429,4.91,4.91,2.42
429,4.91,4.91,2.42
430,4.91,4.91,2.42
430,4.91,4.91,2.42
430,4.91,4.91,2.42
430,4.91,4.91,2.42
431,4.91,4.91,2.43
431,4.92,4.92,2.43
431,4.92,4.92,2.43
431,4.92,4.92,2.43
431,4.92,4.92,2.43
431,4.92,4.92,2.43
431,4.92,4.92,2.43
432,4.92,4.92,2.43
432,4.92,4.92,2.43
432,4.93,4.93,2.43
432,4.93,4.93,2.43
432,4.93,4.93,2.43
432,4.93,4.93,2.43
433,4.93,4.93,2.44
433,4.93,4.93,2.44
433,4.93,4.93,2.44
433,4.93,4.93,2.44
433,4.94,4.94,2.44
433,4.94,4.94,2.44
433,4.94,4.94,2.44
433,4.94,4.94,2.44
433,4.94,4.94,2.44
433,4.94,4.94,2.44
433,4.94,4.94,2.44
433,4.94,4.94,2.44
433,4.94,4.94,2.44
434,4.95,4.95,2.45
434,4.95,4.95,2.45
434,4.95,4.95,2.45
434,4.95,4.95,2.45
434,4.95,4.95,2.45
435,4.95,4.95,2.45
435,4.95,4.95,2.45
435,4.95,4.95,2.45
435,4.96,4.96,2.45
435,4.96,4.96,2.45
436,4.96,4.96,2.46
436,4.96,4.96,2.46
436,4.96,4.96,2.46
436,4.96,4.96,2.46
436,4.96,4.96,2.46
436,4.96,4.96,2.46
437,4.96,4.96,2.46
437,4.97,4.97,2.46
437,4.97,4.97,2.46
437,4.97,4.97,2.46
437,4.97,4.97,2.46
438,4.97,4.97,2.47
438,4.97,4.97,2.47
438,4.97,4.97,2.47
438,4.97,4.97,2.47
438,4.98,4.98,2.47
438,4.98,4.98,2.47
438,4.98,4.98,2.47
438,4.98,4.98,2.47
438,4.98,4.98,2.47
438,4.98,4.98,2.47
438,4.98,4.98,2.47
439,4.98,4.98,2.47
439,4.98,4.98,2.48
439,4.99,4.99,2.48
439,4.99,4.99,2.48
439,4.99,4.99,2.48
439,4.99,4.99,2.48
440,4.99,4.99,2.48
440,4.99,4.99,2.48
440,4.99,4.99,2.48
440,5.00,5.00,2.48
440,5.00,5.00,2.48
440,5.00,5.00,2.48
440,5.00,5.00,2.48
441,5.00,5.00,2.48
441,5.00,5.00,2.48
441,5.00,5.00,2.48
441,5.00,5.00,2.48
441,5.01,5.01,2.48
441,5.01,5.01,2.49
442,5.01,5.01,2.49
442,5.01,5.01,2.49
442,5.01,5.01,2.49
442,5.01,5.01,2.49
443,5.01,5.01,2.49
443,5.01,5.01,2.49
443,5.02,5.02,2.49
443,5.02,5.02,2.49
443,5.02,5.02,2.49
443,5.02,5.02,2.50
443,5.02,5.02,2.50
443,5.02,5.02,2.50
443,5.02,5.02,2.50
444,5.02,5.02,2.50
444,5.02,5.02,2.50
444,5.03,5.03,2.50
444,5.03,5.03,2.50
444,5.03,5.03,2.51
445,5.03,5.03,2.51
445,5.03,5.03,2.51
445,5.03,5.03,2.51
445,5.03,5.03,2.51
445,5.03,5.03,2.51
446,5.04,5.04,2.51
446,5.04,5.04,2.51
446,5.04,5.04,2.51
446,5.04,5.04,2.52
447,5.04,5.04,2.52
447,5.04,5.04,2.52
447,5.04,5.04,2.52
447,5.04,5.04,2.52
447,5.04,5.04,2.52
448,5.05,5.05,2.52
448,5.05,5.05,2.52
448,5.05,5.05,2.52
448,5.05,5.05,2.52
448,5.05,5.05,2.53
448,5.05,5.05,2.53
448,5.05,5.05,2.53
448,5.05,5.05,2.53
448,5.06,5.06,2.53
448,5.06,5.06,2.53
448,5.06,5.06,2.53
448,5.06,5.06,2.53
449,5.06,5.06,2.53
449,5.06,5.06,2.53
449,5.06,5.06,2.53
449,5.06,5.06,2.53
449,5.07,5.07,2.53
449,5.07,5.07,2.53
450,5.07,5.07,2.54
450,5.07,5.07,2.54
450,5.07,5.07,2.54
451,5.07,5.07,2.54
451,5.07,5.07,2.54
451,5.07,5.07,2.54
451,5.08,5.08,2.54
451,5.08,5.08,2.54
452,5.08,5.08,2.55
452,5.08,5.08,2.55
452,5.08,5.08,2.55
452,5.08,5.08,2.55
452,5.08,5.08,2.55
453,5.08,5.08,2.55
453,5.08,5.08,2.55
453,5.09,5.09,2.55
453,5.09,5.09,2.55
453,5.09,5.09,2.55
453,5.09,5.09,2.56
453,5.09,5.09,2.56
453,5.09,5.09,2.56
453,5.09,5.09,2.56
454,5.09,5.09,2.56
454,5.10,5.10,2.56
454,5.10,5.10,2.56
454,5.10,5.10,2.56
454,5.10,5.10,2.56
455,5.10,5.10,2.56
455,5.10,5.10,2.56
455,5.10,5.10,2.56
455,5.10,5.10,2.56
455,5.10,5.10,2.56
456,5.11,5.11,2.57
456,5.11,5.11,2.57
456,5.11,5.11,2.57
456,5.11,5.11,2.57
456,5.11,5.11,2.57
456,5.11,5.11,2.57
456,5.11,5.11,2.57
457,5.11,5.11,2.57
457,5.12,5.12,2.57
457,5.12,5.12,2.57
457,5.12,5.12,2.57
457,5.12,5.12,2.57
457,5.12,5.12,2.58
458,5.12,5.12,2.58
458,5.12,5.12,2.58
458,5.12,5.12,2.58
458,5.13,5.13,2.58
458,5.13,5.13,2.58
458,5.13,5.13,2.58
458,5.13,5.13,2.58
458,5.13,5.13,2.58
458,5.13,5.13,2.58
458,5.13,5.13,2.58
459,5.14,5.14,2.59
459,5.14,5.14,2.59
459,5.14,5.14,2.59
459,5.14,5.14,2.59
459,5.14,5.14,2.59
460,5.14,5.14,2.59
460,5.14,5.14,2.59
460,5.14,5.14,2.59
460,5.14,5.14,2.59
460,5.15,5.15,2.59
460,5.15,5.15,2.59
461,5.15,5.15,2.60
461,5.15,5.15,2.60
461,5.15,5.15,2.60
461,5.15,5.15,2.60
461,5.15,5.15,2.60
461,5.15,5.15,2.60
462,5.15,5.15,2.60
462,5.16,5.16,2.60
462,5.16,5.16,2.60
462,5.16,5.16,2.60
462,5.16,5.16,2.60
462,5.16,5.16,2.60
463,5.16,5.16,2.61
463,5.16,5.16,2.61
463,5.16,5.16,2.61
463,5.17,5.17,2.61
463,5.17,5.17,2.61
463,5.17,5.17,2.61
464,5.17,5.17,2.61
464,5.17,5.17,2.62
464,5.17,5.17,2.62
464,5.17,5.17,2.62
464,5.17,5.17,2.62
464,5.18,5.18,2.62
465,5.18,5.18,2.62
465,5.18,5.18,2.62
465,5.18,5.18,2.62
465,5.18,5.18,2.62
466,5.18,5.18,2.63
466,5.18,5.18,2.63
466,5.18,5.18,2.63
466,5.19,5.19,2.63
466,5.19,5.19,2.63
467,5.19,5.19,2.63
467,5.19,5.19,2.63
467,5.19,5.19,2.63
467,5.19,5.19,2.63
467,5.19,5.19,2.63
467,5.19,5.19,2.63
467,5.19,5.19,2.63
468,5.20,5.20,2.64
468,5.20,5.20,2.64
468,5.20,5.20,2.64
468,5.20,5.20,2.64
468,5.20,5.20,2.64
468,5.20,5.20,2.64
468,5.20,5.20,2.64
468,5.20,5.20,2.64
469,5.20,5.20,2.64
469,5.21,5.21,2.64
469,5.21,5.21,2.64
470,5.21,5.21,2.65
470,5.21,5.21,2.65
470,5.21,5.21,2.65
470,5.21,5.21,2.65
470,5.21,5.21,2.65
471,5.22,5.22,2.65
471,5.22,5.22,2.65
471,5.22,5.22,2.65
471,5.22,5.22,2.65
472,5.22,5.22,2.66
472,5.22,5.22,2.66
472,5.22,5.22,2.66
472,5.22,5.22,2.66
472,5.22,5.22,2.66
472,5.23,5.23,2.66
473,5.23,5.23,2.66
473,5.23,5.23,2.66
473,5.23,5.23,2.66
473,5.23,5.23,2.67
473,5.23,5.23,2.67
473,5.23,5.23,2.67
473,5.23,5.23,2.67
473,5.24,5.24,2.67
473,5.24,5.24,2.67
473,5.24,5.24,2.67
474,5.24,5.24,2.67
474,5.24,5.24,2.67
474,5.24,5.24,2.67
474,5.24,5.24,2.67
475,5.24,5.24,2.68
475,5.25,5.25,2.68
475,5.25,5.25,2.68
475,5.25,5.25,2.68
476,5.25,5.25,2.68
476,5.25,5.25,2.68
476,5.25,5.25,2.68
477,5.25,5.25,2.69
477,5.25,5.25,2.69
477,5.25,5.25,2.69
477,5.26,5.26,2.69
477,5.26,5.26,2.69
478,5.26,5.26,2.69
478,5.26,5.26,2.69
478,5.26,5.26,2.69
478,5.26,5.26,2.69
478,5.26,5.26,2.69
478,5.27,5.27,2.70
478,5.27,5.27,2.70
478,5.27,5.27,2.70
478,5.27,5.27,2.70
478,5.27,5.27,2.70
479,5.27,5.27,2.70
479,5.27,5.27,2.70
480,5.27,5.27,2.71
480,5.27,5.27,2.71
480,5.28,5.28,2.71
481,5.28,5.28,2.71
481,5.28,5.28,2.71
481,5.28,5.28,2.71
481,5.28,5.28,2.71
481,5.28,5.28,2.71
481,5.28,5.28,2.71
482,5.28,5.28,2.72
482,5.29,5.29,2.72
482,5.29,5.29,2.72
482,5.29,5.29,2.72
482,5.29,5.29,2.72
483,5.29,5.29,2.72
483,5.29,5.29,2.72
483,5.29,5.29,2.72
483,5.29,5.29,2.72
483,5.29,5.29,2.72
483,5.30,5.30,2.72
483,5.30,5.30,2.72
484,5.30,5.30,2.73
484,5.30,5.30,2.73
484,5.30,5.30,2.73
484,5.30,5.30,2.73
484,5.30,5.30,2.73
485,5.31,5.31,2.73
485,5.31,5.31,2.73
485,5.31,5.31,2.73
485,5.31,5.31,2.73
486,5.31,5.31,2.74
486,5.31,5.31,2.74
486,5.31,5.31,2.74
486,5.31,5.31,2.74
486,5.31,5.31,2.74
486,5.32,5.32,2.74
487,5.32,5.32,2.74
487,5.32,5.32,2.74
487,5.32,5.32,2.74
487,5.32,5.32,2.74
487,5.32,5.32,2.74
487,5.32,5.32,2.75
488,5.32,5.32,2.75
488,5.33,5.33,2.75
488,5.33,5.33,2.75
488,5.33,5.33,2.75
488,5.33,5.33,2.75
488,5.33,5.33,2.75
488,5.33,5.33,2.75
488,5.33,5.33,2.75
488,5.33,5.33,2.75
489,5.33,5.33,2.75
489,5.34,5.34,2.76
489,5.34,5.34,2.76
490,5.34,5.34,2.76
490,5.34,5.34,2.76
490,5.34,5.34,2.76
490,5.34,5.34,2.76
491,5.34,5.34,2.77
491,5.34,5.34,2.77
491,5.35,5.35,2.77
491,5.35,5.35,2.77
491,5.35,5.35,2.77
492,5.35,5.35,2.77
492,5.35,5.35,2.77
492,5.35,5.35,2.77
492,5.35,5.35,2.77
493,5.35,5.35,2.78
493,5.36,5.36,2.78
493,5.36,5.36,2.78
493,5.36,5.36,2.78
493,5.36,5.36,2.78
493,5.36,5.36,2.78
493,5.36,5.36,2.78
493,5.36,5.36,2.78
493,5.36,5.36,2.78
494,5.36,5.36,2.78
494,5.37,5.37,2.79
494,5.37,5.37,2.79
495,5.37,5.37,2.79
495,5.37,5.37,2.79
495,5.37,5.37,2.79
495,5.37,5.37,2.79
496,5.37,5.37,2.79
496,5.37,5.37,2.80
496,5.38,5.38,2.80
496,5.38,5.38,2.80
496,5.38,5.38,2.80
497,5.38,5.38,2.80
497,5.38,5.38,2.80
497,5.38,5.38,2.80
497,5.38,5.38,2.80
497,5.38,5.38,2.80
498,5.39,5.39,2.80
498,5.39,5.39,2.80
498,5.39,5.39,2.80
498,5.39,5.39,2.80
498,5.39,5.39,2.80
498,5.39,5.39,2.81
498,5.39,5.39,2.81
498,5.39,5.39,2.81
498,5.39,5.39,2.81
498,5.40,5.40,2.81
498,5.40,5.40,2.81
499,5.40,5.40,2.81
499,5.40,5.40,2.81
499,5.40,5.40,2.81
499,5.40,5.40,2.82
500,5.40,5.40,2.82
500,5.40,5.40,2.82
500,5.41,5.41,2.82
501,5.41,5.41,2.82
501,5.41,5.41,2.82
501,5.41,5.41,2.82
501,5.41,5.41,2.82
501,5.41,5.41,2.83
502,5.41,5.41,2.83
502,5.41,5.41,2.83
502,5.42,5.42,2.83
502,5.42,5.42,2.83
502,5.42,5.42,2.83
503,5.42,5.42,2.83
503,5.42,5.42,2.84
503,5.42,5.42,2.84
503,5.42,5.42,2.84
503,5.42,5.42,2.84
504,5.43,5.43,2.84
504,5.43,5.43,2.84
504,5.43,5.43,2.84
504,5.43,5.43,2.84
505,5.43,5.43,2.85
505,5.43,5.43,2.85
505,5.43,5.43,2.85
505,5.43,5.43,2.85
505,5.43,5.43,2.85
506,5.44,5.44,2.85
506,5.44,5.44,2.85
506,5.44,5.44,2.85
507,5.44,5.44,2.86
507,5.44,5.44,2.86
507,5.44,5.44,2.86
507,5.44,5.44,2.86
507,5.44,5.44,2.86
507,5.45,5.45,2.86
507,5.45,5.45,2.86
508,5.45,5.45,2.86
508,5.45,5.45,2.87
509,5.45,5.45,2.87
509,5.45,5.45,2.87
509,5.45,5.45,2.87
509,5.45,5.45,2.87
509,5.46,5.46,2.87
509,5.46,5.46,2.87
510,5.46,5.46,2.87
510,5.46,5.46,2.87
510,5.46,5.46,2.87
510,5.46,5.46,2.87
511,5.46,5.46,2.88
511,5.46,5.46,2.88
511,5.47,5.47,2.88
511,5.47,5.47,2.88
511,5.47,5.47,2.88
512,5.47,5.47,2.88
512,5.47,5.47,2.88
512,5.47,5.47,2.88
512,5.47,5.47,2.88
512,5.47,5.47,2.88
513,5.48,5.48,2.89
513,5.48,5.48,2.89
513,5.48,5.48,2.89
513,5.48,5.48,2.89
513,5.48,5.48,2.89
513,5.48,5.48,2.89
513,5.48,5.48,2.89
513,5.48,5.48,2.89
513,5.48,5.48,2.89
514,5.49,5.49,2.90
514,5.49,5.49,2.90
514,5.49,5.49,2.90
514,5.49,5.49,2.90
514,5.49,5.49,2.90
515,5.49,5.49,2.90
515,5.49,5.49,2.90
515,5.49,5.49,2.90
515,5.49,5.49,2.90
516,5.50,5.50,2.91
516,5.50,5.50,2.91
516,5.50,5.50,2.91
516,5.50,5.50,2.91
517,5.50,5.50,2.91
517,5.50,5.50,2.91
517,5.50,5.50,2.91
518,5.50,5.50,2.92
518,5.51,5.51,2.92
518,5.51,5.51,2.92
518,5.51,5.51,2.92
518,5.51,5.51,2.92
518,5.51,5.51,2.92
518,5.51,5.51,2.92
518,5.51,5.51,2.92
519,5.51,5.51,2.93
519,5.52,5.52,2.93
520,5.52,5.52,2.93
520,5.52,5.52,2.93
520,5.52,5.52,2.93
520,5.52,5.52,2.93
