Force (N)	Position (mm)	Stress (MPa)	Strain (%)	Time (min)
13700	7.11	399	11.5	7.12
13700	7.12	399	11.6	7.12
13700	7.12	399	11.6	7.13
13700	7.13	399	11.6	7.13
13700	7.13	399	11.6	7.14
13700	7.13	399	11.6	7.14
13700	7.14	399	11.6	7.14
13700	7.14	399	11.6	7.15
13700	7.15	399	11.6	7.15
13700	7.15	399	11.6	7.16
13700	7.16	399	11.6	7.16
13700	7.16	399	11.6	7.17
13700	7.17	399	11.6	7.17
13700	7.17	399	11.6	7.18
13700	7.18	399	11.6	7.18
13700	7.18	399	11.7	7.18
13700	7.18	400	11.7	7.19
13700	7.19	400	11.7	7.19
13700	7.19	400	11.7	7.20
13700	7.20	400	11.7	7.20
13700	7.20	400	11.7	7.21
13700	7.21	400	11.7	7.21
13700	7.21	400	11.7	7.22
13700	7.21	400	11.7	7.22
13700	7.22	400	11.7	7.22
13700	7.22	400	11.7	7.23
13700	7.23	400	11.7	7.23
13700	7.23	400	11.7	7.24
13700	7.24	400	11.7	7.24
13700	7.24	400	11.8	7.25
13700	7.25	400	11.8	7.25
13700	7.25	400	11.8	7.26
13700	7.25	400	11.8	7.26
13700	7.26	400	11.8	7.26
13800	7.26	400	11.8	7.27
13700	7.27	400	11.8	7.27
13800	7.27	401	11.8	7.28
13800	7.28	401	11.8	7.28
13800	7.28	401	11.8	7.29
13800	7.29	401	11.8	7.29
13800	7.29	401	11.8	7.29
13800	7.29	401	11.8	7.30
13800	7.30	401	11.8	7.30
13800	7.30	401	11.9	7.31
13800	7.31	401	11.9	7.31
13800	7.31	401	11.9	7.32
13800	7.32	401	11.9	7.32
13800	7.32	401	11.9	7.33
13800	7.33	401	11.9	7.33
13800	7.33	401	11.9	7.33
13800	7.33	401	11.9	7.34
13800	7.34	401	11.9	7.34
13800	7.34	401	11.9	7.35
13800	7.35	401	11.9	7.35
13800	7.35	401	11.9	7.36
13800	7.36	401	11.9	7.36
13800	7.36	401	11.9	7.37
13800	7.37	401	12.0	7.37
13800	7.37	401	12.0	7.37
13800	7.37	402	12.0	7.38
13800	7.38	402	12.0	7.38
13800	7.38	402	12.0	7.39
13800	7.39	402	12.0	7.39
13800	7.39	402	12.0	7.40
13800	7.40	402	12.0	7.40
13800	7.40	402	12.0	7.41
13800	7.40	402	12.0	7.41
13800	7.41	402	12.0	7.41
13800	7.41	402	12.0	7.42
13800	7.42	402	12.0	7.42
13800	7.42	402	12.0	7.43
13800	7.43	402	12.1	7.43
13800	7.43	402	12.1	7.44
13800	7.44	402	12.1	7.44
13800	7.44	402	12.1	7.45
13800	7.44	402	12.1	7.45
13800	7.45	402	12.1	7.45
13800	7.45	402	12.1	7.46
13800	7.46	402	12.1	7.46
13800	7.46	402	12.1	7.47
13800	7.47	402	12.1	7.47
13800	7.47	402	12.1	7.48
13800	7.48	403	12.1	7.48
13800	7.48	403	12.1	7.48
13800	7.48	403	12.1	7.49
13800	7.49	403	12.2	7.49
13800	7.49	403	12.2	7.50
13800	7.50	403	12.2	7.50
13800	7.50	403	12.2	7.51
13800	7.51	403	12.2	7.51
13800	7.51	403	12.2	7.52
13800	7.52	403	12.2	7.52
13800	7.52	403	12.2	7.52
13800	7.52	403	12.2	7.53
13800	7.53	403	12.2	7.53
13800	7.53	403	12.2	7.54
13800	7.54	403	12.2	7.54
13800	7.54	403	12.2	7.55
13800	7.55	403	12.3	7.55
13900	7.55	403	12.3	7.56
13900	7.56	403	12.3	7.56
13900	7.56	403	12.3	7.56
13900	7.56	404	12.3	7.57
13900	7.57	404	12.3	7.57
13900	7.57	404	12.3	7.58
13900	7.58	404	12.3	7.58
13900	7.58	404	12.3	7.59
13900	7.59	404	12.3	7.59
13900	7.59	404	12.3	7.60
13900	7.59	404	12.3	7.60
13900	7.60	404	12.3	7.60
13900	7.60	404	12.3	7.61
13900	7.61	404	12.4	7.61
13900	7.61	404	12.4	7.62
13900	7.62	404	12.4	7.62
13900	7.62	404	12.4	7.63
13900	7.63	404	12.4	7.63
13900	7.63	404	12.4	7.64
13900	7.63	404	12.4	7.64
13900	7.64	404	12.4	7.64
13900	7.64	404	12.4	7.65
13900	7.65	404	12.4	7.65
13900	7.65	404	12.4	7.66
13900	7.66	404	12.4	7.66
13900	7.66	404	12.4	7.67
13900	7.67	404	12.4	7.67
13900	7.67	404	12.5	7.68
13900	7.67	405	12.5	7.68
13900	7.68	405	12.5	7.68
13900	7.68	405	12.5	7.69
13900	7.69	405	12.5	7.69
13900	7.69	405	12.5	7.70
13900	7.70	405	12.5	7.70
13900	7.70	405	12.5	7.71
13900	7.71	405	12.5	7.71
13900	7.71	405	12.5	7.71
13900	7.71	405	12.5	7.72
13900	7.72	405	12.5	7.72
13900	7.72	405	12.5	7.73
13900	7.73	405	12.5	7.73
13900	7.73	405	12.6	7.74
13900	7.74	405	12.6	7.74
13900	7.74	405	12.6	7.75
13900	7.75	405	12.6	7.75
13900	7.75	405	12.6	7.75
13900	7.75	405	12.6	7.76
13900	7.76	405	12.6	7.76
13900	7.76	405	12.6	7.77
13900	7.77	405	12.6	7.77
13900	7.77	405	12.6	7.78
13900	7.78	405	12.6	7.78
13900	7.78	406	12.6	7.79
13900	7.79	406	12.6	7.79
13900	7.79	406	12.6	7.79
13900	7.79	406	12.7	7.80
13900	7.80	406	12.7	7.80
13900	7.80	406	12.7	7.81
13900	7.81	406	12.7	7.81
13900	7.81	406	12.7	7.82
13900	7.82	406	12.7	7.82
13900	7.82	406	12.7	7.83
13900	7.82	406	12.7	7.83
13900	7.83	406	12.7	7.83
13900	7.83	406	12.7	7.84
13900	7.84	406	12.7	7.84
13900	7.84	406	12.7	7.85
13900	7.85	406	12.7	7.85
13900	7.85	406	12.7	7.86
13900	7.86	406	12.8	7.86
13900	7.86	406	12.8	7.87
14000	7.86	406	12.8	7.87
14000	7.87	406	12.8	7.87
14000	7.87	406	12.8	7.88
14000	7.88	406	12.8	7.88
14000	7.88	406	12.8	7.89
14000	7.89	406	12.8	7.89
14000	7.89	407	12.8	7.90
14000	7.90	407	12.8	7.90
14000	7.90	407	12.8	7.90
14000	7.90	407	12.8	7.91
14000	7.91	407	12.8	7.91
14000	7.91	407	12.8	7.92
14000	7.92	407	12.9	7.92
14000	7.92	407	12.9	7.93
14000	7.93	407	12.9	7.93
14000	7.93	407	12.9	7.94
14000	7.94	407	12.9	7.94
14000	7.94	407	12.9	7.94
14000	7.94	407	12.9	7.95
14000	7.95	407	12.9	7.95
14000	7.95	407	12.9	7.96
14000	7.96	407	12.9	7.96
14000	7.96	407	12.9	7.97
14000	7.97	407	12.9	7.97
14000	7.97	407	12.9	7.98
14000	7.97	407	12.9	7.98
14000	7.98	407	13.0	7.98
14000	7.98	407	13.0	7.99
14000	7.99	407	13.0	7.99
14000	7.99	407	13.0	8.00
14000	8.00	407	13.0	8.00
14000	8.00	407	13.0	8.01
14000	8.01	407	13.0	8.01
14000	8.01	408	13.0	8.02
14000	8.01	408	13.0	8.02
14000	8.02	408	13.0	8.02
14000	8.02	408	13.0	8.03
14000	8.03	408	13.0	8.03
14000	8.03	408	13.0	8.04
14000	8.04	408	13.0	8.04
14000	8.04	408	13.1	8.05
14000	8.05	408	13.1	8.05
14000	8.05	408	13.1	8.06
14000	8.05	408	13.1	8.06
14000	8.06	408	13.1	8.06
14000	8.06	408	13.1	8.07
14000	8.07	408	13.1	8.07
14000	8.07	408	13.1	8.08
14000	8.08	408	13.1	8.08
14000	8.08	408	13.1	8.09
14000	8.09	408	13.1	8.09
14000	8.09	408	13.1	8.09
14000	8.09	408	13.1	8.10
14000	8.10	408	13.1	8.10
14000	8.10	408	13.2	8.11
14000	8.11	408	13.2	8.11
14000	8.11	408	13.2	8.12
14000	8.12	408	13.2	8.12
14000	8.12	408	13.2	8.13
14000	8.13	409	13.2	8.13
14000	8.13	409	13.2	8.13
14000	8.13	409	13.2	8.14
14000	8.14	409	13.2	8.14
14000	8.14	409	13.2	8.15
14000	8.15	409	13.2	8.15
14000	8.15	409	13.2	8.16
14000	8.16	409	13.2	8.16
14000	8.16	409	13.2	8.17
14000	8.16	409	13.3	8.17
14000	8.17	409	13.3	8.17
14000	8.17	409	13.3	8.18
14000	8.18	409	13.3	8.18
14000	8.18	409	13.3	8.19
14000	8.19	409	13.3	8.19
14000	8.19	409	13.3	8.20
14000	8.20	409	13.3	8.20
14000	8.20	409	13.3	8.21
14000	8.20	409	13.3	8.21
14100	8.21	409	13.3	8.21
14100	8.21	409	13.3	8.22
14100	8.22	409	13.3	8.22
14100	8.22	409	13.3	8.23
14100	8.23	409	13.4	8.23
14100	8.23	409	13.4	8.24
14100	8.24	409	13.4	8.24
14100	8.24	409	13.4	8.25
14100	8.24	409	13.4	8.25
14100	8.25	409	13.4	8.25
14100	8.25	410	13.4	8.26
14100	8.26	410	13.4	8.26
14100	8.26	410	13.4	8.27
14100	8.27	410	13.4	8.27
14100	8.27	410	13.4	8.28
14100	8.28	410	13.4	8.28
14100	8.28	410	13.4	8.29
14100	8.28	410	13.4	8.29
14100	8.29	410	13.5	8.29
14100	8.29	410	13.5	8.30
14100	8.30	410	13.5	8.30
14100	8.30	410	13.5	8.31
14100	8.31	410	13.5	8.31
14100	8.31	410	13.5	8.32
14100	8.32	410	13.5	8.32
14100	8.32	410	13.5	8.32
14100	8.32	410	13.5	8.33
14100	8.33	410	13.5	8.33
14100	8.33	410	13.5	8.34
14100	8.34	410	13.5	8.34
14100	8.34	410	13.5	8.35
14100	8.35	410	13.5	8.35
14100	8.35	410	13.6	8.36
14100	8.36	410	13.6	8.36
14100	8.36	410	13.6	8.36
14100	8.36	410	13.6	8.37
14100	8.37	410	13.6	8.37
14100	8.37	411	13.6	8.38
14100	8.38	411	13.6	8.38
14100	8.38	411	13.6	8.39
14100	8.39	411	13.6	8.39
14100	8.39	411	13.6	8.40
14100	8.40	411	13.6	8.40
14100	8.40	411	13.6	8.40
14100	8.40	411	13.6	8.41
14100	8.41	411	13.6	8.41
14100	8.41	411	13.7	8.42
14100	8.42	411	13.7	8.42
14100	8.42	411	13.7	8.43
14100	8.43	411	13.7	8.43
14100	8.43	411	13.7	8.44
14100	8.43	411	13.7	8.44
14100	8.44	411	13.7	8.44
14100	8.44	411	13.7	8.45
14100	8.45	411	13.7	8.45
14100	8.45	411	13.7	8.46
14100	8.46	411	13.7	8.46
14100	8.46	411	13.7	8.47
14100	8.47	411	13.7	8.47
14100	8.47	411	13.8	8.48
14100	8.47	411	13.8	8.48
14100	8.48	411	13.8	8.48
14100	8.48	411	13.8	8.49
14100	8.49	411	13.8	8.49
14100	8.49	411	13.8	8.50
14100	8.50	411	13.8	8.50
14100	8.50	412	13.8	8.51
14100	8.51	411	13.8	8.51
14100	8.51	411	13.8	8.51
14100	8.51	412	13.8	8.52
14100	8.52	412	13.8	8.52
14100	8.52	412	13.8	8.53
14100	8.53	412	13.8	8.53
14100	8.53	412	13.9	8.54
14100	8.54	412	13.9	8.54
14100	8.54	412	13.9	8.55
14100	8.55	412	13.9	8.55
14100	8.55	412	13.9	8.55
14100	8.55	412	13.9	8.56
14100	8.56	412	13.9	8.56
14100	8.56	412	13.9	8.57
14100	8.57	412	13.9	8.57
14100	8.57	412	13.9	8.58
14100	8.58	412	13.9	8.58
14100	8.58	412	13.9	8.59
14200	8.59	412	13.9	8.59
14200	8.59	412	13.9	8.59
14200	8.59	412	13.9	8.60
14200	8.60	412	14.0	8.60
14200	8.60	412	14.0	8.61
14200	8.61	412	14.0	8.61
14200	8.61	412	14.0	8.62
14200	8.62	412	14.0	8.62
14200	8.62	412	14.0	8.63
14200	8.62	412	14.0	8.63
14200	8.63	412	14.0	8.63
14200	8.63	412	14.0	8.64
14200	8.64	412	14.0	8.64
14200	8.64	413	14.0	8.65
14200	8.65	413	14.0	8.65
14200	8.65	413	14.0	8.66
14200	8.66	413	14.1	8.66
14200	8.66	413	14.1	8.67
14200	8.66	413	14.1	8.67
14200	8.67	413	14.1	8.67
14200	8.67	413	14.1	8.68
14200	8.68	413	14.1	8.68
14200	8.68	413	14.1	8.69
14200	8.69	413	14.1	8.69
14200	8.69	413	14.1	8.70
14200	8.70	413	14.1	8.70
14200	8.70	413	14.1	8.71
14200	8.70	413	14.1	8.71
14200	8.71	413	14.1	8.71
14200	8.71	413	14.1	8.72
14200	8.72	413	14.2	8.72
14200	8.72	413	14.2	8.73
14200	8.73	413	14.2	8.73
14200	8.73	413	14.2	8.74
14200	8.74	413	14.2	8.74
14200	8.74	413	14.2	8.74
14200	8.74	413	14.2	8.75
14200	8.75	413	14.2	8.75
14200	8.75	413	14.2	8.76
14200	8.76	413	14.2	8.76
14200	8.76	413	14.2	8.77
14200	8.77	413	14.2	8.77
14200	8.77	413	14.2	8.78
14200	8.78	413	14.2	8.78
14200	8.78	413	14.3	8.78
14200	8.78	413	14.3	8.79
14200	8.79	414	14.3	8.79
14200	8.79	414	14.3	8.80
14200	8.80	414	14.3	8.80
14200	8.80	414	14.3	8.81
14200	8.81	414	14.3	8.81
14200	8.81	414	14.3	8.82
14200	8.82	414	14.3	8.82
14200	8.82	414	14.3	8.82
14200	8.82	414	14.3	8.83
14200	8.83	414	14.3	8.83
14200	8.83	414	14.3	8.84
14200	8.84	414	14.3	8.84
14200	8.84	414	14.4	8.85
14200	8.85	414	14.4	8.85
14200	8.85	414	14.4	8.86
14200	8.85	414	14.4	8.86
14200	8.86	414	14.4	8.86
14200	8.86	414	14.4	8.87
14200	8.87	414	14.4	8.87
14200	8.87	414	14.4	8.88
14200	8.88	414	14.4	8.88
14200	8.88	414	14.4	8.89
14200	8.89	414	14.4	8.89
14200	8.89	414	14.4	8.90
14200	8.89	414	14.4	8.90
14200	8.90	414	14.4	8.90
14200	8.90	414	14.5	8.91
14200	8.91	414	14.5	8.91
14200	8.91	414	14.5	8.92
14200	8.92	414	14.5	8.92
14200	8.92	414	14.5	8.93
14200	8.93	414	14.5	8.93
14200	8.93	414	14.5	8.93
14200	8.93	414	14.5	8.94
14200	8.94	414	14.5	8.94
14200	8.94	415	14.5	8.95
14200	8.95	415	14.5	8.95
14200	8.95	415	14.5	8.96
14200	8.96	415	14.5	8.96
14200	8.96	415	14.5	8.97
14200	8.97	415	14.6	8.97
14200	8.97	415	14.6	8.97
14200	8.97	415	14.6	8.98
14200	8.98	415	14.6	8.98
14200	8.98	415	14.6	8.99
14200	8.99	415	14.6	8.99
14200	8.99	415	14.6	9.00
14200	9.00	415	14.6	9.00
14200	9.00	415	14.6	9.01
14200	9.01	415	14.6	9.01
14200	9.01	415	14.6	9.01
14300	9.01	415	14.6	9.02
14300	9.02	415	14.6	9.02
14300	9.02	415	14.6	9.03
14300	9.03	415	14.7	9.03
14300	9.03	415	14.7	9.04
14300	9.04	415	14.7	9.04
14300	9.04	415	14.7	9.05
14300	9.05	415	14.7	9.05
14300	9.05	415	14.7	9.05
14300	9.05	415	14.7	9.06
14300	9.06	415	14.7	9.06
14300	9.06	415	14.7	9.07
14300	9.07	415	14.7	9.07
14300	9.07	415	14.7	9.08
14300	9.08	415	14.7	9.08
14300	9.08	415	14.7	9.09
14300	9.08	415	14.7	9.09
14300	9.09	415	14.8	9.09
14300	9.09	415	14.8	9.10
14300	9.10	416	14.8	9.10
14300	9.10	416	14.8	9.11
14300	9.11	416	14.8	9.11
14300	9.11	416	14.8	9.12
14300	9.12	416	14.8	9.12
14300	9.12	416	14.8	9.13
14300	9.12	416	14.8	9.13
14300	9.13	416	14.8	9.13
14300	9.13	416	14.8	9.14
14300	9.14	416	14.8	9.14
14300	9.14	416	14.8	9.15
14300	9.15	416	14.8	9.15
14300	9.15	416	14.9	9.16
14300	9.16	416	14.9	9.16
14300	9.16	416	14.9	9.16
14300	9.16	416	14.9	9.17
14300	9.17	416	14.9	9.17
14300	9.17	416	14.9	9.18
14300	9.18	416	14.9	9.18
14300	9.18	416	14.9	9.19
14300	9.19	416	14.9	9.19
14300	9.19	416	14.9	9.20
14300	9.20	416	14.9	9.20
14300	9.20	416	14.9	9.20
14300	9.20	416	14.9	9.21
14300	9.21	416	14.9	9.21
14300	9.21	416	15.0	9.22
14300	9.22	416	15.0	9.22
14300	9.22	416	15.0	9.23
14300	9.23	416	15.0	9.23
14300	9.23	416	15.0	9.24
14300	9.24	416	15.0	9.24
14300	9.24	416	15.0	9.24
14300	9.24	416	15.0	9.25
14300	9.25	416	15.0	9.25
14300	9.25	416	15.0	9.26
14300	9.26	417	15.0	9.26
14300	9.26	416	15.0	9.27
14300	9.27	416	15.0	9.27
14300	9.27	417	15.0	9.28
14300	9.27	417	15.1	9.28
14300	9.28	417	15.1	9.28
14300	9.28	417	15.1	9.29
14300	9.29	417	15.1	9.29
14300	9.29	417	15.1	9.30
14300	9.30	417	15.1	9.30
14300	9.30	417	15.1	9.31
14300	9.31	417	15.1	9.31
14300	9.31	417	15.1	9.32
14300	9.31	417	15.1	9.32
14300	9.32	417	15.1	9.32
14300	9.32	417	15.1	9.33
14300	9.33	417	15.1	9.33
14300	9.33	417	15.1	9.34
14300	9.34	417	15.2	9.34
14300	9.34	417	15.2	9.35
14300	9.35	417	15.2	9.35
14300	9.35	417	15.2	9.35
14300	9.35	417	15.2	9.36
14300	9.36	417	15.2	9.36
14300	9.36	417	15.2	9.37
14300	9.37	417	15.2	9.37
14300	9.37	417	15.2	9.38
14300	9.38	417	15.2	9.38
14300	9.38	417	15.2	9.39
14300	9.39	417	15.2	9.39
14300	9.39	417	15.2	9.39
14300	9.39	417	15.2	9.40
14300	9.40	417	15.3	9.40
14300	9.40	417	15.3	9.41
14300	9.41	417	15.3	9.41
14300	9.41	417	15.3	9.42
14300	9.42	417	15.3	9.42
14300	9.42	417	15.3	9.43
14300	9.42	417	15.3	9.43
14300	9.43	418	15.3	9.43
14300	9.43	418	15.3	9.44
14300	9.44	418	15.3	9.44
14300	9.44	418	15.3	9.45
14300	9.45	418	15.3	9.45
14300	9.45	418	15.3	9.46
14300	9.46	418	15.3	9.46
14300	9.46	418	15.4	9.47
14300	9.46	418	15.4	9.47
14300	9.47	418	15.4	9.47
14300	9.47	418	15.4	9.48
14300	9.48	418	15.4	9.48
14300	9.48	418	15.4	9.49
14300	9.49	418	15.4	9.49
14300	9.49	418	15.4	9.50
14300	9.50	418	15.4	9.50
14400	9.50	418	15.4	9.51
14400	9.50	418	15.4	9.51
14400	9.51	418	15.4	9.51
14400	9.51	418	15.4	9.52
14400	9.52	418	15.5	9.52
14400	9.52	418	15.5	9.53
14400	9.53	418	15.5	9.53
14400	9.53	418	15.5	9.54
14400	9.54	418	15.5	9.54
14400	9.54	418	15.5	9.54
14400	9.54	418	15.5	9.55
14400	9.55	418	15.5	9.55
14400	9.55	418	15.5	9.56
14400	9.56	418	15.5	9.56
14400	9.56	418	15.5	9.57
14400	9.57	418	15.5	9.57
14400	9.57	418	15.5	9.58
14400	9.58	418	15.5	9.58
14400	9.58	418	15.6	9.58
14400	9.58	418	15.6	9.59
14400	9.59	418	15.6	9.59
14400	9.59	418	15.6	9.60
14400	9.60	418	15.6	9.60
14400	9.60	419	15.6	9.61
14400	9.61	419	15.6	9.61
14400	9.61	418	15.6	9.62
14400	9.62	419	15.6	9.62
14400	9.62	419	15.6	9.62
14400	9.62	419	15.6	9.63
14400	9.63	419	15.6	9.63
14400	9.63	419	15.6	9.64
14400	9.64	419	15.6	9.64
14400	9.64	419	15.7	9.65
14400	9.65	419	15.7	9.65
14400	9.65	419	15.7	9.66
14400	9.65	419	15.7	9.66
14400	9.66	419	15.7	9.66
14400	9.66	419	15.7	9.67
14400	9.67	419	15.7	9.67
14400	9.67	419	15.7	9.68
14400	9.68	419	15.7	9.68
14400	9.68	419	15.7	9.69
14400	9.69	419	15.7	9.69
14400	9.69	419	15.7	9.70
14400	9.69	419	15.7	9.70
14400	9.70	419	15.7	9.70
14400	9.70	419	15.8	9.71
14400	9.71	419	15.8	9.71
14400	9.71	419	15.8	9.72
14400	9.72	419	15.8	9.72
14400	9.72	419	15.8	9.73
14400	9.73	419	15.8	9.73
14400	9.73	419	15.8	9.74
14400	9.73	419	15.8	9.74
14400	9.74	419	15.8	9.74
14400	9.74	419	15.8	9.75
14400	9.75	419	15.8	9.75
14400	9.75	419	15.8	9.76
14400	9.76	419	15.8	9.76
14400	9.76	419	15.8	9.77
14400	9.77	419	15.9	9.77
14400	9.77	419	15.9	9.77
14400	9.77	419	15.9	9.78
14400	9.78	419	15.9	9.78
14400	9.78	419	15.9	9.79
14400	9.79	420	15.9	9.79
14400	9.79	419	15.9	9.80
14400	9.80	420	15.9	9.80
14400	9.80	420	15.9	9.81
14400	9.81	420	15.9	9.81
14400	9.81	420	15.9	9.81
14400	9.81	420	15.9	9.82
14400	9.82	420	15.9	9.82
14400	9.82	420	15.9	9.83
14400	9.83	420	16.0	9.83
14400	9.83	420	16.0	9.84
14400	9.84	420	16.0	9.84
14400	9.84	420	16.0	9.85
14400	9.85	420	16.0	9.85
14400	9.85	420	16.0	9.85
14400	9.85	420	16.0	9.86
14400	9.86	420	16.0	9.86
14400	9.86	420	16.0	9.87
14400	9.87	420	16.0	9.87
14400	9.87	420	16.0	9.88
14400	9.88	420	16.0	9.88
14400	9.88	420	16.0	9.89
14400	9.88	420	16.0	9.89
14400	9.89	420	16.1	9.89
14400	9.89	420	16.1	9.90
14400	9.90	420	16.1	9.90
14400	9.90	420	16.1	9.91
14400	9.91	420	16.1	9.91
14400	9.91	420	16.1	9.92
14400	9.92	420	16.1	9.92
14400	9.92	420	16.1	9.93
14400	9.92	420	16.1	9.93
14400	9.93	420	16.1	9.93
14400	9.93	420	16.1	9.94
14400	9.94	420	16.1	9.94
14400	9.94	420	16.1	9.95
14400	9.95	420	16.1	9.95
14400	9.95	420	16.2	9.96
14400	9.96	420	16.2	9.96
14400	9.96	420	16.2	9.96
14400	9.96	420	16.2	9.97
14400	9.97	420	16.2	9.97
14400	9.97	420	16.2	9.98
14400	9.98	420	16.2	9.98
14400	9.98	420	16.2	9.99
14400	9.99	420	16.2	9.99
14400	9.99	421	16.2	10.0
14400	10.0	420	16.2	10.0
14400	10.0	420	16.2	10.0
14400	10.0	421	16.2	10.0
14400	10.0	421	16.2	10.0
14400	10.0	421	16.3	10.0
14400	10.0	421	16.3	10.0
14400	10.0	421	16.3	10.0
14400	10.0	421	16.3	10.0
14400	10.0	421	16.3	10.0
14400	10.0	421	16.3	10.0
14400	10.0	421	16.3	10.0
14400	10.0	421	16.3	10.0
14400	10.0	421	16.3	10.1
14400	10.1	421	16.3	10.1
14400	10.1	421	16.3	10.1
14500	10.1	421	16.3	10.1
14500	10.1	421	16.3	10.1
14500	10.1	421	16.3	10.1
14500	10.1	421	16.4	10.1
14500	10.1	421	16.4	10.1
14500	10.1	421	16.4	10.1
14500	10.1	421	16.4	10.1
14500	10.1	421	16.4	10.1
14500	10.1	421	16.4	10.1
14500	10.1	421	16.4	10.1
14500	10.1	421	16.4	10.1
14500	10.1	421	16.4	10.1
14500	10.1	421	16.4	10.1
14500	10.1	421	16.4	10.1
14500	10.1	421	16.4	10.1
14500	10.1	421	16.4	10.1
14500	10.1	421	16.4	10.1
14500	10.1	421	16.5	10.1
14500	10.1	421	16.5	10.1
14500	10.1	421	16.5	10.2
14500	10.2	421	16.5	10.2
14500	10.2	421	16.5	10.2
14500	10.2	421	16.5	10.2
14500	10.2	421	16.5	10.2
14500	10.2	421	16.5	10.2
14500	10.2	421	16.5	10.2
14500	10.2	421	16.5	10.2
14500	10.2	421	16.5	10.2
14500	10.2	421	16.5	10.2
